payroll_id,emp_id,pay_month,bonus,deductions,net_salary
55,5,2025-07-01,1035,512,31608
56,5,2025-08-01,1040,513,31612
57,5,2025-09-01,1045,514,31616
58,5,2025-10-01,1050,515,31620
59,5,2025-11-01,1055,516,31624
60,5,2025-12-01,1060,517,31628
61,6,2025-01-01,1006,507,31801
62,6,2025-02-01,1012,508,31806
63,6,2025-03-01,1018,509,31811
64,6,2025-04-01,1024,510,31816
65,6,2025-05-01,1030,511,31821
66,6,2025-06-01,1036,512,31826
67,6,2025-07-01,1042,513,31831
68,6,2025-08-01,1048,514,31836
69,6,2025-09-01,1054,515,31841
70,6,2025-10-01,1060,516,31846
71,6,2025-11-01,1066,517,31851
72,6,2025-12-01,1072,518,31856
73,7,2025-01-01,1007,508,32018
74,7,2025-02-01,1014,509,32024
75,7,2025-03-01,1021,510,32030
76,7,2025-04-01,1028,511,32036
77,7,2025-05-01,1035,512,32042
78,7,2025-06-01,1042,513,32048
79,7,2025-07-01,1049,514,32054
80,7,2025-08-01,1056,515,32060
81,7,2025-09-01,1063,516,32066
82,7,2025-10-01,1070,517,32072
83,7,2025-11-01,1077,518,32078
84,7,2025-12-01,1084,519,32084
85,8,2025-01-01,1008,509,32235
86,8,2025-02-01,1016,510,32242
87,8,2025-03-01,1024,511,32249
88,8,2025-04-01,1032,512,32256
89,8,2025-05-01,1040,513,32263
90,8,2025-06-01,1048,514,32270
91,8,2025-07-01,1056,515,32277
92,8,2025-08-01,1064,516,32284
93,8,2025-09-01,1072,517,32291
94,8,2025-10-01,1080,518,32298
95,8,2025-11-01,1088,519,32305
96,8,2025-12-01,1096,520,32312
97,9,2025-01-01,1009,510,32452
98,9,2025-02-01,1018,511,32460
99,9,2025-03-01,1027,512,32468
100,9,2025-04-01,1036,513,32476
101,9,2025-05-01,1045,514,32484
102,9,2025-06-01,1054,515,32492
103,9,2025-07-01,1063,516,32500
104,9,2025-08-01,1072,517,32508
105,9,2025-09-01,1081,518,32516
106,9,2025-10-01,1090,519,32524
107,9,2025-11-01,1099,520,32532
108,9,2025-12-01,1108,521,32540
109,10,2025-01-01,1010,511,32669
110,10,2025-02-01,1020,512,32678
111,10,2025-03-01,1030,513,32687
112,10,2025-04-01,1040,514,32696
113,10,2025-05-01,1050,515,32705
114,10,2025-06-01,1060,516,32714
115,10,2025-07-01,1070,517,32723
116,10,2025-08-01,1080,518,32732
117,10,2025-09-01,1090,519,32741
118,10,2025-10-01,1100,520,32750
119,10,2025-11-01,1110,521,32759
120,10,2025-12-01,1120,522,32768
121,11,2025-01-01,1011,512,32886
122,11,2025-02-01,1022,513,32896
123,11,2025-03-01,1033,514,32906
124,11,2025-04-01,1044,515,32916
125,11,2025-05-01,1055,516,32926
126,11,2025-06-01,1066,517,32936
127,11,2025-07-01,1077,518,32946
128,11,2025-08-01,1088,519,32956
129,11,2025-09-01,1099,520,32966
130,11,2025-10-01,1110,521,32976
131,11,2025-11-01,1121,522,32986
132,11,2025-12-01,1132,523,32996
133,12,2025-01-01,1012,513,33103
134,12,2025-02-01,1024,514,33114
135,12,2025-03-01,1036,515,33125
136,12,2025-04-01,1048,516,33136
137,12,2025-05-01,1060,517,33147
138,12,2025-06-01,1072,518,33158
139,12,2025-07-01,1084,519,33169
140,12,2025-08-01,1096,520,33180
141,12,2025-09-01,1108,521,33191
142,12,2025-10-01,1120,522,33202
143,12,2025-11-01,1132,523,33213
144,12,2025-12-01,1144,524,33224
145,13,2025-01-01,1013,514,33320
146,13,2025-02-01,1026,515,33332
147,13,2025-03-01,1039,516,33344
148,13,2025-04-01,1052,517,33356
149,13,2025-05-01,1065,518,33368
150,13,2025-06-01,1078,519,33380
151,13,2025-07-01,1091,520,33392
152,13,2025-08-01,1104,521,33404
153,13,2025-09-01,1117,522,33416
154,13,2025-10-01,1130,523,33428
155,13,2025-11-01,1143,524,33440
156,13,2025-12-01,1156,525,33452
157,14,2025-01-01,1014,515,33537
158,14,2025-02-01,1028,516,33550
159,14,2025-03-01,1042,517,33563
160,14,2025-04-01,1056,518,33576
161,14,2025-05-01,1070,519,33589
162,14,2025-06-01,1084,520,33602
163,14,2025-07-01,1098,521,33615
164,14,2025-08-01,1112,522,33628
165,14,2025-09-01,1126,523,33641
166,14,2025-10-01,1140,524,33654
167,14,2025-11-01,1154,525,33667
168,14,2025-12-01,1168,526,33680
169,15,2025-01-01,1015,516,33754
170,15,2025-02-01,1030,517,33768
171,15,2025-03-01,1045,518,33782
172,15,2025-04-01,1060,519,33796
173,15,2025-05-01,1075,520,33810
174,15,2025-06-01,1090,521,33824
175,15,2025-07-01,1105,522,33838
176,15,2025-08-01,1120,523,33852
177,15,2025-09-01,1135,524,33866
178,15,2025-10-01,1150,525,33880
179,15,2025-11-01,1165,526,33894
180,15,2025-12-01,1180,527,33908
181,16,2025-01-01,1016,517,33971
182,16,2025-02-01,1032,518,33986
183,16,2025-03-01,1048,519,34001
184,16,2025-04-01,1064,520,34016
185,16,2025-05-01,1080,521,34031
186,16,2025-06-01,1096,522,34046
187,16,2025-07-01,1112,523,34061
188,16,2025-08-01,1128,524,34076
189,16,2025-09-01,1144,525,34091
190,16,2025-10-01,1160,526,34106
191,16,2025-11-01,1176,527,34121
192,16,2025-12-01,1192,528,34136
193,17,2025-01-01,1017,518,34188
194,17,2025-02-01,1034,519,34204
195,17,2025-03-01,1051,520,34220
196,17,2025-04-01,1068,521,34236
197,17,2025-05-01,1085,522,34252
198,17,2025-06-01,1102,523,34268
199,17,2025-07-01,1119,524,34284
200,17,2025-08-01,1136,525,34300
201,17,2025-09-01,1153,526,34316
202,17,2025-10-01,1170,527,34332
203,17,2025-11-01,1187,528,34348
204,17,2025-12-01,1204,529,34364
205,18,2025-01-01,1018,519,34405
206,18,2025-02-01,1036,520,34422
207,18,2025-03-01,1054,521,34439
208,18,2025-04-01,1072,522,34456
209,18,2025-05-01,1090,523,34473
210,18,2025-06-01,1108,524,34490
211,18,2025-07-01,1126,525,34507
212,18,2025-08-01,1144,526,34524
213,18,2025-09-01,1162,527,34541
214,18,2025-10-01,1180,528,34558
215,18,2025-11-01,1198,529,34575
216,18,2025-12-01,1216,530,34592
217,19,2025-01-01,1019,520,34622
218,19,2025-02-01,1038,521,34640
219,19,2025-03-01,1057,522,34658
220,19,2025-04-01,1076,523,34676
221,19,2025-05-01,1095,524,34694
222,19,2025-06-01,1114,525,34712
223,19,2025-07-01,1133,526,34730
224,19,2025-08-01,1152,527,34748
225,19,2025-09-01,1171,528,34766
226,19,2025-10-01,1190,529,34784
227,19,2025-11-01,1209,530,34802
228,19,2025-12-01,1228,531,34820
229,20,2025-01-01,1020,521,34839
230,20,2025-02-01,1040,522,34858
231,20,2025-03-01,1060,523,34877
232,20,2025-04-01,1080,524,34896
233,20,2025-05-01,1100,525,34915
234,20,2025-06-01,1120,526,34934
235,20,2025-07-01,1140,527,34953
236,20,2025-08-01,1160,528,34972
237,20,2025-09-01,1180,529,34991
238,20,2025-10-01,1200,530,35010
239,20,2025-11-01,1220,531,35029
240,20,2025-12-01,1240,532,35048
241,21,2025-01-01,1021,522,35056
242,21,2025-02-01,1042,523,35076
243,21,2025-03-01,1063,524,35096
244,21,2025-04-01,1084,525,35116
245,21,2025-05-01,1105,526,35136
246,21,2025-06-01,1126,527,35156
247,21,2025-07-01,1147,528,35176
248,21,2025-08-01,1168,529,35196
249,21,2025-09-01,1189,530,35216
250,21,2025-10-01,1210,531,35236
251,21,2025-11-01,1231,532,35256
252,21,2025-12-01,1252,533,35276
253,22,2025-01-01,1022,523,35273
254,22,2025-02-01,1044,524,35294
255,22,2025-03-01,1066,525,35315
256,22,2025-04-01,1088,526,35336
257,22,2025-05-01,1110,527,35357
258,22,2025-06-01,1132,528,35378
259,22,2025-07-01,1154,529,35399
260,22,2025-08-01,1176,530,35420
261,22,2025-09-01,1198,531,35441
262,22,2025-10-01,1220,532,35462
263,22,2025-11-01,1242,533,35483
264,22,2025-12-01,1264,534,35504
265,23,2025-01-01,1023,524,35490
266,23,2025-02-01,1046,525,35512
267,23,2025-03-01,1069,526,35534
268,23,2025-04-01,1092,527,35556
269,23,2025-05-01,1115,528,35578
270,23,2025-06-01,1138,529,35600
271,23,2025-07-01,1161,530,35622
272,23,2025-08-01,1184,531,35644
273,23,2025-09-01,1207,532,35666
274,23,2025-10-01,1230,533,35688
275,23,2025-11-01,1253,534,35710
276,23,2025-12-01,1276,535,35732
277,24,2025-01-01,1024,525,35707
278,24,2025-02-01,1048,526,35730
279,24,2025-03-01,1072,527,35753
280,24,2025-04-01,1096,528,35776
281,24,2025-05-01,1120,529,35799
282,24,2025-06-01,1144,530,35822
283,24,2025-07-01,1168,531,35845
284,24,2025-08-01,1192,532,35868
285,24,2025-09-01,1216,533,35891
286,24,2025-10-01,1240,534,35914
287,24,2025-11-01,1264,535,35937
288,24,2025-12-01,1288,536,35960
289,25,2025-01-01,1025,526,35924
290,25,2025-02-01,1050,527,35948
291,25,2025-03-01,1075,528,35972
292,25,2025-04-01,1100,529,35996
293,25,2025-05-01,1125,530,36020
294,25,2025-06-01,1150,531,36044
295,25,2025-07-01,1175,532,36068
296,25,2025-08-01,1200,533,36092
297,25,2025-09-01,1225,534,36116
298,25,2025-10-01,1250,535,36140
299,25,2025-11-01,1275,536,36164
300,25,2025-12-01,1300,537,36188
301,26,2025-01-01,1026,527,36141
302,26,2025-02-01,1052,528,36166
303,26,2025-03-01,1078,529,36191
304,26,2025-04-01,1104,530,36216
305,26,2025-05-01,1130,531,36241
306,26,2025-06-01,1156,532,36266
307,26,2025-07-01,1182,533,36291
308,26,2025-08-01,1208,534,36316
309,26,2025-09-01,1234,535,36341
310,26,2025-10-01,1260,536,36366
311,26,2025-11-01,1286,537,36391
312,26,2025-12-01,1312,538,36416
313,27,2025-01-01,1027,528,36358
314,27,2025-02-01,1054,529,36384
315,27,2025-03-01,1081,530,36410
316,27,2025-04-01,1108,531,36436
317,27,2025-05-01,1135,532,36462
318,27,2025-06-01,1162,533,36488
319,27,2025-07-01,1189,534,36514
320,27,2025-08-01,1216,535,36540
321,27,2025-09-01,1243,536,36566
322,27,2025-10-01,1270,537,36592
323,27,2025-11-01,1297,538,36618
324,27,2025-12-01,1324,539,36644
325,28,2025-01-01,1028,529,36575
326,28,2025-02-01,1056,530,36602
327,28,2025-03-01,1084,531,36629
328,28,2025-04-01,1112,532,36656
329,28,2025-05-01,1140,533,36683
330,28,2025-06-01,1168,534,36710
331,28,2025-07-01,1196,535,36737
332,28,2025-08-01,1224,536,36764
333,28,2025-09-01,1252,537,36791
334,28,2025-10-01,1280,538,36818
335,28,2025-11-01,1308,539,36845
336,28,2025-12-01,1336,540,36872
337,29,2025-01-01,1029,530,36792
338,29,2025-02-01,1058,531,36820
339,29,2025-03-01,1087,532,36848
340,29,2025-04-01,1116,533,36876
341,29,2025-05-01,1145,534,36904
342,29,2025-06-01,1174,535,36932
343,29,2025-07-01,1203,536,36960
344,29,2025-08-01,1232,537,36988
345,29,2025-09-01,1261,538,37016
346,29,2025-10-01,1290,539,37044
347,29,2025-11-01,1319,540,37072
348,29,2025-12-01,1348,541,37100
349,30,2025-01-01,1030,531,37009
350,30,2025-02-01,1060,532,37038
351,30,2025-03-01,1090,533,37067
352,30,2025-04-01,1120,534,37096
353,30,2025-05-01,1150,535,37125
354,30,2025-06-01,1180,536,37154
355,30,2025-07-01,1210,537,37183
356,30,2025-08-01,1240,538,37212
357,30,2025-09-01,1270,539,37241
358,30,2025-10-01,1300,540,37270
359,30,2025-11-01,1330,541,37299
360,30,2025-12-01,1360,542,37328
361,31,2025-01-01,1031,532,37226
362,31,2025-02-01,1062,533,37256
363,31,2025-03-01,1093,534,37286
364,31,2025-04-01,1124,535,37316
365,31,2025-05-01,1155,536,37346
366,31,2025-06-01,1186,537,37376
367,31,2025-07-01,1217,538,37406
368,31,2025-08-01,1248,539,37436
369,31,2025-09-01,1279,540,37466
370,31,2025-10-01,1310,541,37496
371,31,2025-11-01,1341,542,37526
372,31,2025-12-01,1372,543,37556
373,32,2025-01-01,1032,533,37443
374,32,2025-02-01,1064,534,37474
375,32,2025-03-01,1096,535,37505
376,32,2025-04-01,1128,536,37536
377,32,2025-05-01,1160,537,37567
378,32,2025-06-01,1192,538,37598
379,32,2025-07-01,1224,539,37629
380,32,2025-08-01,1256,540,37660
381,32,2025-09-01,1288,541,37691
382,32,2025-10-01,1320,542,37722
383,32,2025-11-01,1352,543,37753
384,32,2025-12-01,1384,544,37784
385,33,2025-01-01,1033,534,37660
386,33,2025-02-01,1066,535,37692
387,33,2025-03-01,1099,536,37724
388,33,2025-04-01,1132,537,37756
389,33,2025-05-01,1165,538,37788
390,33,2025-06-01,1198,539,37820
391,33,2025-07-01,1231,540,37852
392,33,2025-08-01,1264,541,37884
393,33,2025-09-01,1297,542,37916
394,33,2025-10-01,1330,543,37948
395,33,2025-11-01,1363,544,37980
396,33,2025-12-01,1396,545,38012
397,34,2025-01-01,1034,535,37877
398,34,2025-02-01,1068,536,37910
399,34,2025-03-01,1102,537,37943
400,34,2025-04-01,1136,538,37976
401,34,2025-05-01,1170,539,38009
402,34,2025-06-01,1204,540,38042
403,34,2025-07-01,1238,541,38075
404,34,2025-08-01,1272,542,38108
405,34,2025-09-01,1306,543,38141
406,34,2025-10-01,1340,544,38174
407,34,2025-11-01,1374,545,38207
408,34,2025-12-01,1408,546,38240
409,35,2025-01-01,1035,536,38094
410,35,2025-02-01,1070,537,38128
411,35,2025-03-01,1105,538,38162
412,35,2025-04-01,1140,539,38196
413,35,2025-05-01,1175,540,38230
414,35,2025-06-01,1210,541,38264
415,35,2025-07-01,1245,542,38298
416,35,2025-08-01,1280,543,38332
417,35,2025-09-01,1315,544,38366
418,35,2025-10-01,1350,545,38400
419,35,2025-11-01,1385,546,38434
420,35,2025-12-01,1420,547,38468
421,36,2025-01-01,1036,537,38311
422,36,2025-02-01,1072,538,38346
423,36,2025-03-01,1108,539,38381
424,36,2025-04-01,1144,540,38416
425,36,2025-05-01,1180,541,38451
426,36,2025-06-01,1216,542,38486
427,36,2025-07-01,1252,543,38521
428,36,2025-08-01,1288,544,38556
429,36,2025-09-01,1324,545,38591
430,36,2025-10-01,1360,546,38626
431,36,2025-11-01,1396,547,38661
432,36,2025-12-01,1432,548,38696
433,37,2025-01-01,1037,538,38528
434,37,2025-02-01,1074,539,38564
435,37,2025-03-01,1111,540,38600
436,37,2025-04-01,1148,541,38636
437,37,2025-05-01,1185,542,38672
438,37,2025-06-01,1222,543,38708
439,37,2025-07-01,1259,544,38744
440,37,2025-08-01,1296,545,38780
441,37,2025-09-01,1333,546,38816
442,37,2025-10-01,1370,547,38852
443,37,2025-11-01,1407,548,38888
444,37,2025-12-01,1444,549,38924
445,38,2025-01-01,1038,539,38745
446,38,2025-02-01,1076,540,38782
447,38,2025-03-01,1114,541,38819
448,38,2025-04-01,1152,542,38856
449,38,2025-05-01,1190,543,38893
450,38,2025-06-01,1228,544,38930
451,38,2025-07-01,1266,545,38967
452,38,2025-08-01,1304,546,39004
453,38,2025-09-01,1342,547,39041
454,38,2025-10-01,1380,548,39078
455,38,2025-11-01,1418,549,39115
456,38,2025-12-01,1456,550,39152
457,39,2025-01-01,1039,540,38962
458,39,2025-02-01,1078,541,39000
459,39,2025-03-01,1117,542,39038
460,39,2025-04-01,1156,543,39076
461,39,2025-05-01,1195,544,39114
462,39,2025-06-01,1234,545,39152
463,39,2025-07-01,1273,546,39190
464,39,2025-08-01,1312,547,39228
465,39,2025-09-01,1351,548,39266
466,39,2025-10-01,1390,549,39304
467,39,2025-11-01,1429,550,39342
468,39,2025-12-01,1468,551,39380
469,40,2025-01-01,1040,541,39179
470,40,2025-02-01,1080,542,39218
471,40,2025-03-01,1120,543,39257
472,40,2025-04-01,1160,544,39296
473,40,2025-05-01,1200,545,39335
474,40,2025-06-01,1240,546,39374
475,40,2025-07-01,1280,547,39413
476,40,2025-08-01,1320,548,39452
477,40,2025-09-01,1360,549,39491
478,40,2025-10-01,1400,550,39530
479,40,2025-11-01,1440,551,39569
480,40,2025-12-01,1480,552,39608
481,41,2025-01-01,1041,542,39396
482,41,2025-02-01,1082,543,39436
483,41,2025-03-01,1123,544,39476
484,41,2025-04-01,1164,545,39516
485,41,2025-05-01,1205,546,39556
486,41,2025-06-01,1246,547,39596
487,41,2025-07-01,1287,548,39636
488,41,2025-08-01,1328,549,39676
489,41,2025-09-01,1369,550,39716
490,41,2025-10-01,1410,551,39756
491,41,2025-11-01,1451,552,39796
492,41,2025-12-01,1492,553,39836
493,42,2025-01-01,1042,543,39613
494,42,2025-02-01,1084,544,39654
495,42,2025-03-01,1126,545,39695
496,42,2025-04-01,1168,546,39736
497,42,2025-05-01,1210,547,39777
498,42,2025-06-01,1252,548,39818
499,42,2025-07-01,1294,549,39859
500,42,2025-08-01,1336,550,39900
501,42,2025-09-01,1378,551,39941
502,42,2025-10-01,1420,552,39982
503,42,2025-11-01,1462,553,40023
504,42,2025-12-01,1504,554,40064
505,43,2025-01-01,1043,544,39830
506,43,2025-02-01,1086,545,39872
507,43,2025-03-01,1129,546,39914
508,43,2025-04-01,1172,547,39956
509,43,2025-05-01,1215,548,39998
510,43,2025-06-01,1258,549,40040
511,43,2025-07-01,1301,550,40082
512,43,2025-08-01,1344,551,40124
513,43,2025-09-01,1387,552,40166
514,43,2025-10-01,1430,553,40208
515,43,2025-11-01,1473,554,40250
516,43,2025-12-01,1516,555,40292
517,44,2025-01-01,1044,545,40047
518,44,2025-02-01,1088,546,40090
519,44,2025-03-01,1132,547,40133
520,44,2025-04-01,1176,548,40176
521,44,2025-05-01,1220,549,40219
522,44,2025-06-01,1264,550,40262
523,44,2025-07-01,1308,551,40305
524,44,2025-08-01,1352,552,40348
525,44,2025-09-01,1396,553,40391
526,44,2025-10-01,1440,554,40434
527,44,2025-11-01,1484,555,40477
528,44,2025-12-01,1528,556,40520
529,45,2025-01-01,1045,546,40264
530,45,2025-02-01,1090,547,40308
531,45,2025-03-01,1135,548,40352
532,45,2025-04-01,1180,549,40396
533,45,2025-05-01,1225,550,40440
534,45,2025-06-01,1270,551,40484
535,45,2025-07-01,1315,552,40528
536,45,2025-08-01,1360,553,40572
537,45,2025-09-01,1405,554,40616
538,45,2025-10-01,1450,555,40660
539,45,2025-11-01,1495,556,40704
540,45,2025-12-01,1540,557,40748
541,46,2025-01-01,1046,547,40481
542,46,2025-02-01,1092,548,40526
543,46,2025-03-01,1138,549,40571
544,46,2025-04-01,1184,550,40616
545,46,2025-05-01,1230,551,40661
546,46,2025-06-01,1276,552,40706
547,46,2025-07-01,1322,553,40751
548,46,2025-08-01,1368,554,40796
549,46,2025-09-01,1414,555,40841
550,46,2025-10-01,1460,556,40886
551,46,2025-11-01,1506,557,40931
552,46,2025-12-01,1552,558,40976
553,47,2025-01-01,1047,548,40698
554,47,2025-02-01,1094,549,40744
555,47,2025-03-01,1141,550,40790
556,47,2025-04-01,1188,551,40836
557,47,2025-05-01,1235,552,40882
558,47,2025-06-01,1282,553,40928
559,47,2025-07-01,1329,554,40974
560,47,2025-08-01,1376,555,41020
561,47,2025-09-01,1423,556,41066
562,47,2025-10-01,1470,557,41112
563,47,2025-11-01,1517,558,41158
564,47,2025-12-01,1564,559,41204
565,48,2025-01-01,1048,549,40915
566,48,2025-02-01,1096,550,40962
567,48,2025-03-01,1144,551,41009
568,48,2025-04-01,1192,552,41056
569,48,2025-05-01,1240,553,41103
570,48,2025-06-01,1288,554,41150
571,48,2025-07-01,1336,555,41197
572,48,2025-08-01,1384,556,41244
573,48,2025-09-01,1432,557,41291
574,48,2025-10-01,1480,558,41338
575,48,2025-11-01,1528,559,41385
576,48,2025-12-01,1576,560,41432
577,49,2025-01-01,1049,550,41132
578,49,2025-02-01,1098,551,41180
579,49,2025-03-01,1147,552,41228
580,49,2025-04-01,1196,553,41276
581,49,2025-05-01,1245,554,41324
582,49,2025-06-01,1294,555,41372
583,49,2025-07-01,1343,556,41420
584,49,2025-08-01,1392,557,41468
585,49,2025-09-01,1441,558,41516
586,49,2025-10-01,1490,559,41564
587,49,2025-11-01,1539,560,41612
588,49,2025-12-01,1588,561,41660
589,50,2025-01-01,1050,551,41349
590,50,2025-02-01,1100,552,41398
591,50,2025-03-01,1150,553,41447
592,50,2025-04-01,1200,554,41496
593,50,2025-05-01,1250,555,41545
594,50,2025-06-01,1300,556,41594
595,50,2025-07-01,1350,557,41643
596,50,2025-08-01,1400,558,41692
597,50,2025-09-01,1450,559,41741
598,50,2025-10-01,1500,560,41790
599,50,2025-11-01,1550,561,41839
600,50,2025-12-01,1600,562,41888
601,51,2025-01-01,1051,552,41566
602,51,2025-02-01,1102,553,41616
603,51,2025-03-01,1153,554,41666
604,51,2025-04-01,1204,555,41716
605,51,2025-05-01,1255,556,41766
606,51,2025-06-01,1306,557,41816
607,51,2025-07-01,1357,558,41866
608,51,2025-08-01,1408,559,41916
609,51,2025-09-01,1459,560,41966
610,51,2025-10-01,1510,561,42016
611,51,2025-11-01,1561,562,42066
612,51,2025-12-01,1612,563,42116
613,52,2025-01-01,1052,553,41783
614,52,2025-02-01,1104,554,41834
615,52,2025-03-01,1156,555,41885
616,52,2025-04-01,1208,556,41936
617,52,2025-05-01,1260,557,41987
618,52,2025-06-01,1312,558,42038
619,52,2025-07-01,1364,559,42089
620,52,2025-08-01,1416,560,42140
621,52,2025-09-01,1468,561,42191
622,52,2025-10-01,1520,562,42242
623,52,2025-11-01,1572,563,42293
624,52,2025-12-01,1624,564,42344
625,53,2025-01-01,1053,554,42000
626,53,2025-02-01,1106,555,42052
627,53,2025-03-01,1159,556,42104
628,53,2025-04-01,1212,557,42156
629,53,2025-05-01,1265,558,42208
630,53,2025-06-01,1318,559,42260
631,53,2025-07-01,1371,560,42312
632,53,2025-08-01,1424,561,42364
633,53,2025-09-01,1477,562,42416
634,53,2025-10-01,1530,563,42468
635,53,2025-11-01,1583,564,42520
636,53,2025-12-01,1636,565,42572
637,54,2025-01-01,1054,555,42217
638,54,2025-02-01,1108,556,42270
639,54,2025-03-01,1162,557,42323
640,54,2025-04-01,1216,558,42376
641,54,2025-05-01,1270,559,42429
642,54,2025-06-01,1324,560,42482
643,54,2025-07-01,1378,561,42535
644,54,2025-08-01,1432,562,42588
645,54,2025-09-01,1486,563,42641
646,54,2025-10-01,1540,564,42694
647,54,2025-11-01,1594,565,42747
648,54,2025-12-01,1648,566,42800
649,55,2025-01-01,1055,556,42434
650,55,2025-02-01,1110,557,42488
651,55,2025-03-01,1165,558,42542
652,55,2025-04-01,1220,559,42596
653,55,2025-05-01,1275,560,42650
654,55,2025-06-01,1330,561,42704
655,55,2025-07-01,1385,562,42758
656,55,2025-08-01,1440,563,42812
657,55,2025-09-01,1495,564,42866
658,55,2025-10-01,1550,565,42920
659,55,2025-11-01,1605,566,42974
660,55,2025-12-01,1660,567,43028
661,56,2025-01-01,1056,557,42651
662,56,2025-02-01,1112,558,42706
663,56,2025-03-01,1168,559,42761
664,56,2025-04-01,1224,560,42816
665,56,2025-05-01,1280,561,42871
666,56,2025-06-01,1336,562,42926
667,56,2025-07-01,1392,563,42981
668,56,2025-08-01,1448,564,43036
669,56,2025-09-01,1504,565,43091
670,56,2025-10-01,1560,566,43146
671,56,2025-11-01,1616,567,43201
672,56,2025-12-01,1672,568,43256
673,57,2025-01-01,1057,558,42868
674,57,2025-02-01,1114,559,42924
675,57,2025-03-01,1171,560,42980
676,57,2025-04-01,1228,561,43036
677,57,2025-05-01,1285,562,43092
678,57,2025-06-01,1342,563,43148
679,57,2025-07-01,1399,564,43204
680,57,2025-08-01,1456,565,43260
681,57,2025-09-01,1513,566,43316
682,57,2025-10-01,1570,567,43372
683,57,2025-11-01,1627,568,43428
684,57,2025-12-01,1684,569,43484
685,58,2025-01-01,1058,559,43085
686,58,2025-02-01,1116,560,43142
687,58,2025-03-01,1174,561,43199
688,58,2025-04-01,1232,562,43256
689,58,2025-05-01,1290,563,43313
690,58,2025-06-01,1348,564,43370
691,58,2025-07-01,1406,565,43427
692,58,2025-08-01,1464,566,43484
693,58,2025-09-01,1522,567,43541
694,58,2025-10-01,1580,568,43598
695,58,2025-11-01,1638,569,43655
696,58,2025-12-01,1696,570,43712
697,59,2025-01-01,1059,560,43302
698,59,2025-02-01,1118,561,43360
699,59,2025-03-01,1177,562,43418
700,59,2025-04-01,1236,563,43476
701,59,2025-05-01,1295,564,43534
702,59,2025-06-01,1354,565,43592
703,59,2025-07-01,1413,566,43650
704,59,2025-08-01,1472,567,43708
705,59,2025-09-01,1531,568,43766
706,59,2025-10-01,1590,569,43824
707,59,2025-11-01,1649,570,43882
708,59,2025-12-01,1708,571,43940
709,60,2025-01-01,1060,561,43519
710,60,2025-02-01,1120,562,43578
711,60,2025-03-01,1180,563,43637
712,60,2025-04-01,1240,564,43696
713,60,2025-05-01,1300,565,43755
714,60,2025-06-01,1360,566,43814
715,60,2025-07-01,1420,567,43873
716,60,2025-08-01,1480,568,43932
717,60,2025-09-01,1540,569,43991
718,60,2025-10-01,1600,570,44050
719,60,2025-11-01,1660,571,44109
720,60,2025-12-01,1720,572,44168
721,61,2025-01-01,1061,562,43736
722,61,2025-02-01,1122,563,43796
723,61,2025-03-01,1183,564,43856
724,61,2025-04-01,1244,565,43916
725,61,2025-05-01,1305,566,43976
726,61,2025-06-01,1366,567,44036
727,61,2025-07-01,1427,568,44096
728,61,2025-08-01,1488,569,44156
729,61,2025-09-01,1549,570,44216
730,61,2025-10-01,1610,571,44276
731,61,2025-11-01,1671,572,44336
732,61,2025-12-01,1732,573,44396
733,62,2025-01-01,1062,563,43953
